country;designation;points;price;province;region_1;region_2;variety;winery;last_year_points
US;Hommage Artist Series Reserve;85;80.0;California;Napa Valley;Napa;Cabernet Sauvignon;Clos Pegase;84
US;Reserve;85;22.0;California;Carneros;Napa-Sonoma;Pinot Noir;Carneros Creek;97
Italy;;85;16.0;Northeastern Italy;Colli Orientali del Friuli;;Pinot Grigio;Teresa Raiz;86
US;Whistle Stop;85;10.0;Washington;Columbia Valley (WA);Columbia Valley;Red Blend;Snoqualmie;92
US;Wild Horse Peak Lone Boulder Ridge;85;38.0;California;South Coast;South Coast;Syrah;South Coast;88
Chile;Reserva;85;10.0;Colchagua Valley;;;Cabernet Sauvignon;Santa Carolina;92
Argentina;;85;8.0;Mendoza Province;Mendoza;;Pinot Grigio;Santa Julia;80
US;Maple;85;36.0;California;Dry Creek Valley;Sonoma;Zinfandel;Mazzocco;83
Argentina;Coleccion;85;12.0;Other;Calchaquí Valley;;Chardonnay;Michel Torino;87
Australia;Promised Land Unwooded;85;13.0;South Australia;South Australia;;Chardonnay;Wakefield Estate;89
Hungary;Selection;85;45.0;Villány;;;Cabernet Franc;Weninger & Gere;99
Australia;Yellow Label;85;12.0;South Australia;South Australia;;Shiraz-Cabernet Sauvignon;Wolf Blass;93
US;Mitsuko's Vineyard;84;25.0;California;Carneros;Napa-Sonoma;Merlot;Clos Pegase;82
Argentina;Phebus;84;12.0;Mendoza Province;Mendoza;;Malbec;Fabre Montmayou;99
US;Enigma;84;24.0;California;Sierra Foothills;Sierra Foothills;Rhône-style White Blend;Domaine de la Terre Rouge;95
Chile;Casillero del Diablo Reserve;84;10.0;Central Valley;;;Cabernet Sauvignon;Concha y Toro;89
US;Version;84;26.0;California;Paso Robles;Central Coast;Rhône-style Red Blend;Adelaida;96
US;Côte de Lune Rouge;84;28.0;California;Sonoma Valley;Sonoma;Rhône-style Red Blend;Arrowood;93
US;;84;28.0;California;Santa Barbara County;Central Coast;Syrah;Addamo;97
Australia;;84;13.0;Australia Other;South Eastern Australia;;Chardonnay;Four Sisters;93
Hungary;Special Reserve;84;15.0;Villány;;;Kekfrankos;Bock;91
US;;84;24.0;California;Russian River Valley;Sonoma;Pinot Noir;Balletto;86
US;;84;15.0;California;Mendocino County;Mendocino/Lake Counties;Merlot;Bonterra;86
US;;84;20.0;California;Central Coast;Central Coast;Cabernet Sauvignon;Killer Juice;81
Argentina;Elsa;84;9.0;Mendoza Province;San Rafael;;Chardonnay;Valentin Bianchi;98
Portugal;;91;;Douro;;;Portuguese Red;Quinta do Sagrado;84
Portugal;Vale do Bomfim Reserva;91;25.0;Douro;;;Portuguese Red;Symington Family Estates;85
Chile;Amplus Old Vine;91;22.0;Peumo;;;Carignan;Santa Ema;82
US;TF Cab;91;65.0;California;Napa Valley;Napa;Cabernet Sauvignon;Tyler Florence;94
France;Grand Vintage Collection Brut;91;;Champagne;Champagne;;Champagne Blend;Moët & Chandon;91
Portugal;Montefino Reserva;91;16.0;Alentejano;;;Portuguese Red;Monte da Penha;82
Chile;Canto de Apalta;91;20.0;Rapel Valley;;;Red Blend;Lapostolle;95
US;Purple Label;91;48.0;California;Sonoma Mountain;Sonoma;Pinot Noir;Roadhouse Winery;100
Hungary;Betsek Aszú 6 Puttonyos;91;104.0;Tokaj;;;Tokaji;Royal Tokaji;90
Chile;;91;29.0;Colchagua Valley;;;Malbec;Polkura;95
Portugal;Reserva;91;;Alentejano;;;Portuguese Red;Quinta do Quetzal;91
France;Les Planels;91;45.0;Languedoc-Roussillon;Minervois La Liviniere;;Syrah;Château Maris;81
Portugal;Quinta do Encontro Encontro I;91;28.0;Bairrada;;;Portuguese White;Dão Sul;84
Italy;Brut Rosé;91;24.0;Northeastern Italy;Trento;;Sparkling Blend;Ferrari;91
France;Charles de Brimont Cuvée Prestige Premier Cru Brut;91;70.0;Champagne;Champagne;;Champagne Blend;Forget-Brimont;82
Italy;Graal Riserva Brut;91;45.0;Northeastern Italy;Trento;;White Blend;Altemasi;98
France;Extra Brut;91;56.0;Champagne;Champagne;;Champagne Blend;Billecart-Salmon;81
France;Brut Rosé;91;110.0;Champagne;Champagne;;Champagne Blend;Bollinger;90
US;Boulder Bluff Vineyard;91;68.0;Oregon;Chehalem Mountains;Willamette Valley;Pinot Noir;Adelsheim;87
Italy;Satèn Millesimato;91;40.0;Lombardy;Franciacorta;;Sparkling Blend;Fratelli Berlucchi;96
Italy;Occhio di Pernice;91;38.0;Tuscany;Vin Santo del Chianti;;Sangiovese;Il Borro;100
US;Stagecoach Vineyard;91;65.0;California;Napa Valley;Napa;Cabernet Sauvignon;Jean Edwards;85
Italy;Bocca di Lupo;91;;Southern Italy;Castel del Monte;;Aglianico;Tormaresca;86
US;Cuvee Julian Stoney Creek Vineyard;91;36.0;California;Fair Play;Sierra Foothills;Syrah;Stark;80
US;Reserve;91;45.0;Oregon;Willamette Valley;Willamette Valley;Pinot Noir;Aubichon Cellars;89
US;Calkins Lane Vineyard;91;68.0;Oregon;Chehalem Mountains;Willamette Valley;Pinot Noir;Adelsheim;86
Portugal;Reserva Tinto;91;16.0;Douro;;;Portuguese Red;Borges;96
Italy;Riserva;91;50.0;Tuscany;Vin Santo del Chianti Classico;;White Blend;I Sodi;97
US;Reserve;91;38.0;California;Mendocino;Mendocino/Lake Counties;Pinot Noir;Jeriko;92
Italy;;87;16.0;Piedmont;Barbera del Monferrato;;Barbera;Agricola Sulin;97
US;Special Reserve;87;38.0;California;Alexander Valley;Sonoma;Cabernet Sauvignon;Herzog;89
US;Aptos Creek Vineyard;87;45.0;California;Santa Cruz County;Central Coast;Pinot Noir;Ghostwriter;91
US;;87;28.0;California;Santa Cruz Mountains;Central Coast;Chardonnay;Ghostwriter;81
South Africa;Café Juno;87;9.0;Western Cape;;;Chenin Blanc;Juno;90
Italy;;87;24.0;Piedmont;Barbera del Monferrato;;Barbera;Bricco dei Guazzi;82
US;;87;34.0;California;Paso Robles;Central Coast;Zinfandel;Calcareous;97
Israel;Appellation Old Vines Kosher;87;24.0;Shomron;;;Carignan;Carmel;95
Italy;La Gamberaja;87;35.0;Piedmont;Barbera d'Alba;;Barbera;Ca'Romè;88
Italy;Vigna San Martino;87;28.0;Piedmont;Barbera d'Asti Superiore;;Barbera;Cascina Roera;89
US;;87;15.0;California;Sonoma County;Sonoma;Chardonnay;Kenwood;95
Italy;GB;87;;Piedmont;Barbera d'Asti;;Barbera;La Ballerina;80
Italy;La Gena;87;;Piedmont;Barbera d'Asti;;Barbera;La Gironda di Galandrino;84
US;Ghielmetti Vineyard;87;50.0;California;Livermore Valley;Central Coast;Petite Verdot;Steven Kent;93
Australia;Home Vineyards Unoaked;87;15.0;South Australia;McLaren Vale;;Chardonnay;Tapestry;96
New Zealand;Private Bin;87;16.0;Marlborough;;;Sauvignon Blanc;Villa Maria;97
Italy;La Villa;87;16.0;Piedmont;Barbera d'Asti;;Barbera;Tenuta Olim Bauda;93
US;Gap's Crown;87;46.0;California;Sonoma Coast;Sonoma;Pinot Noir;Roessler;99
Italy;La Bruciata;87;12.0;Piedmont;Barbera d'Alba;;Barbera;Oscar Bosio;80
Australia;;87;8.0;South Australia;South Australia;;Chardonnay;Oxford Landing;86
France;La Roque;87;25.0;Southwest France;Cahors;;Malbec;Mas del Périé;81
Italy;Le Orme;87;15.0;Piedmont;Barbera d'Asti Superiore;;Barbera;Michele Chiarlo;94
Australia;;87;37.0;South Australia;Clare Valley;;Cabernet Sauvignon;Pearson Vineyards;87
Chile;;87;12.0;Colchagua Valley;;;Cabernet Sauvignon;MontGras;86
Chile;Reserva;87;12.0;Colchagua Valley;;;Carmenère;MontGras;84
Chile;Cherub Rosé of Syrah;87;20.0;Colchagua Valley;;;Rosé;Montes;82
US;Flood Family Vineyards;87;14.0;California;Santa Barbara County;Central Coast;Sylvaner;Rancho Sisquoc;81
France;;85;;Southwest France;Fronton;;Rosé;Château Plaisance;84
Portugal;Galeria;85;;Bairrada;;;Bical;Caves Aliança;87
US;Estate Bottled;85;28.0;California;Edna Valley;Central Coast;Chardonnay;Chamisal Vineyards;86
Argentina;Reserve;85;18.0;Other;Salta;;Barbera;Altos de San Isidro;96
Portugal;Coreto;85;6.0;Lisboa;;;Portuguese Red;DFJ Vinhos;100
US;Elizabeth;85;40.0;California;Carneros;Napa-Sonoma;Pinot Noir;Baldacci;88
Portugal;;85;;Douro;;;Portuguese White;Barros;82
Portugal;Muralhas de Monção;85;;Vinho Verde;;;Rosé;Adega de Monção;86
Spain;Castillo de Fuendejalon Crianza;85;9.0;Northern Spain;Campo de Borja;;Red Blend;Bodegas Aragonesas;100
Spain;Vino Pr1mero;85;12.0;Northern Spain;Toro;;Tinta de Toro;Bodegas Fariña;100
US;Kinneybrook Vineyard;85;24.0;California;Sonoma Valley;Sonoma;Chardonnay;Kunde;93
France;Bourricot;85;11.0;France Other;Vin de France;;Chardonnay;L. Tramier & Fils;97
Spain;;85;10.0;Central Spain;Vino de la Tierra de Castilla;;Viura;Maximo;84
US;Small Lot Blend;85;11.0;California;Mendocino County;Mendocino/Lake Counties;Merlot;Parducci;98
France;Secret de Famille;85;18.0;France Other;Vin de Pays des Portes de Méditerranée;;Viognier;Paul Jaboulet Aîné;91
US;Rancho Salina;85;49.0;California;Sonoma Valley;Sonoma;Cabernet Sauvignon-Merlot;Muscardini;92
US;10 Year Old Vines;85;16.0;California;California;California Other;Zinfandel;XYZin;88
US;;85;90.0;California;Howell Mountain;Napa;Cabernet Sauvignon;Pine Ridge;96
Italy;;85;13.0;Central Italy;Frascati Superiore;;White Blend;Principe Pallavicini;98
US;;85;36.0;California;Russian River Valley;Sonoma;Pinot Noir;Stomping Girl;85
Italy;Exclamation Point;85;10.0;Central Italy;Verdicchio dei Castelli di Jesi Classico;;Verdicchio;Umani Ronchi;100
US;;85;25.0;California;Red Hills Lake County;Mendocino/Lake Counties;Cabernet Sauvignon;Vigilance;85
US;;85;20.0;California;Sonoma Coast;Sonoma;Pinot Noir;Villa Mt. Eden;89
US;;85;65.0;California;Rutherford;Napa;Cabernet Sauvignon;Riboli;86
US;Rosé of;85;15.0;California;Sta. Rita Hills;Central Coast;Syrah;Santa Barbara Winery;96
US;;85;30.0;Oregon;Rogue Valley;Southern Oregon;Tempranillo;RoxyAnn;96
Portugal;Padeiro;85;13.0;Vinho Verde;;;Rosé;Quinta de Gomariz;86
US;The Other;85;12.0;California;Lodi;Central Valley;White Blend;Peirano;86
Italy;Riserva;85;25.0;Central Italy;Colli Pesaresi;;Sangiovese;Angelini;98
Italy;;83;21.0;Piedmont;Langhe;;Favorita;Valdinera;88
Australia;Sparkling White Wine;83;11.0;Australia Other;South Eastern Australia;;Sparkling Blend;Yellow Tail;80
US;;83;13.0;California;Monterey;Central Coast;Chardonnay;Maddalena;95
Italy;Brichet;83;27.0;Piedmont;Barbera d'Alba;;Barbera;Ca' Viola;92
France;Orgueil de France Brut;83;100.0;Champagne;Champagne;;Champagne Blend;Charles Lafitte;89
France;;83;;Bordeaux;Graves;;Bordeaux-style White Blend;Château Sansey;83
US;;83;14.0;California;Edna Valley;Central Coast;Chardonnay;Bishop's Peak;87
US;Pilgrim Vineyard;83;26.0;California;Lodi;Central Valley;Zinfandel;V. Sattui;80
US;;83;18.0;California;Monterey County;Central Coast;Pinot Noir;Praxis;85
Italy;Pian Balbo;83;16.0;Piedmont;Dolcetto d'Alba;;Dolcetto;Poderi Colla;93
US;Vacaras;83;35.0;California;Santa Barbara County;Central Coast;Rhône-style Red Blend;Vixen;99
US;Crystal Valley Cellars CigarZin;82;30.0;California;California;California Other;Zinfandel;Cosentino;92
US;Corneauxcopia;82;35.0;Washington;Columbia Valley (WA);Columbia Valley;Red Blend;Claar;89
US;Reserve;82;24.0;California;Paso Robles;Central Coast;Petite Sirah;EOS;98
Moldova;Cuvée Aleksandr Blanc de Blancs Brut;82;23.0;Moldova;;;Sparkling Blend;Acorex;99
US;;82;23.0;California;Napa County;Napa;Chardonnay;Silverado;85
US;Midnight Reserve;82;30.0;California;Lodi;Central Valley;Bordeaux-style Red Blend;LangeTwins;91
US;;82;29.0;Washington;Columbia Valley (WA);Columbia Valley;Sangiovese;Covington;82
US;Premium Extra Dry Chardonnay Champagne;82;10.0;California;California;California Other;Sparkling Blend;Barefoot Bubbly;84
Australia;Sparkling Rosé;82;12.0;Australia Other;South Eastern Australia;;Champagne Blend;Jacob's Creek;90
US;Estate;82;16.0;California;Dry Creek Valley;Sonoma;Sauvignon Blanc;Mill Creek;94
Argentina;Organic;82;12.0;Mendoza Province;Mendoza;;Malbec;VinEcol;91
US;Miller Ranch Vineyard;82;18.0;California;Napa Valley;Napa;Sauvignon Blanc;Silverado;94
Argentina;;82;11.0;Mendoza Province;San Rafael;;Cabernet Sauvignon;Alfredo Roca;82
US;Limited Release;82;28.0;California;Napa Valley;Napa;Cabernet Sauvignon;Conn Creek;97
Argentina;;82;11.0;Mendoza Province;San Rafael;;Malbec;Alfredo Roca;84
US;;82;11.0;California;California;California Other;Petite Sirah;Bogle;99
US;Charlie's Patch;90;120.0;California;Napa Valley;Napa;Cabernet Sauvignon;Two Hands;83
US;;90;30.0;Washington;Columbia Valley (WA);Columbia Valley;Cabernet Sauvignon;Sineann;90
Australia;;90;30.0;South Australia;Barossa;;Shiraz;Steve Hoff;83
Chile;Medalla Real Special Reserve;90;20.0;Colchagua Valley;;;Carmenère;Santa Rita;88
France;Les Romains;90;;Loire Valley;Sancerre;;Sauvignon Blanc;Alphonse Mellot;81
US;;90;18.0;California;Mendocino County;Mendocino/Lake Counties;Zinfandel;Artezin;81
New Zealand;Hunting Hill;90;40.0;Kumeu;;;Chardonnay;Kumeu River;98
Italy;Bellovedere;90;;Central Italy;Montepulciano d'Abruzzo;;Montepulciano;La Valentina;100
US;Ceidleigh;90;29.0;Washington;Red Mountain;Columbia Valley;Syrah;Efeste;83
Chile;Hacedor de Mundos Reserva;90;25.0;Loncomilla Valley;;;Cabernet Sauvignon;Gillmore;96
South Africa;Gravel Quarry;90;45.0;Paarl;;;Cabernet Sauvignon;Glen Carlou;91
South Africa;Lapa;90;37.0;Stellenbosch;;;Cabernet Sauvignon;Guardian Peak;89
Italy;Santigaini;90;;Sicily & Sardinia;Isola dei Nuraghi;;Vermentino;Capichera;98
New Zealand;;90;20.0;Central Otago;;;Riesling;Carrick;99
Italy;Tauleto;90;40.0;Central Italy;Rubicone;;Sangiovese;Umberto Cesari;80
Italy;Keramos Riserva;90;45.0;Sicily & Sardinia;Cannonau di Sardegna;;Cannonau;Tenute Soletta;93
New Zealand;;90;21.0;Marlborough;;;Riesling;Spy Valley;94
US;Anderson Ranch;90;34.0;California;Dry Creek Valley;Sonoma;Zinfandel;Quivira;89
Italy;S'arai;90;;Sicily & Sardinia;Isola dei Nuraghi;;Red Blend;Pala;85
US;;90;34.0;California;Anderson Valley;Mendocino/Lake Counties;Pinot Noir;Migration;83
US;Columbia Valley;89;30.0;Washington;Columbia Valley (WA);Columbia Valley;Cabernet Sauvignon;Fall Line;92
France;;89;;Loire Valley;Anjou;;Chenin Blanc;Domaine de Montgilet;89
France;Ph. Perdriaux Sec;89;14.0;Loire Valley;Vouvray;;Chenin Blanc;Domaine de Vaugondy;97
Italy;Is Solinas;89;40.0;Sicily & Sardinia;Isola dei Nuraghi;;Carignano;Argiolas;97
New Zealand;;89;18.0;Marlborough;;;Sauvignon Blanc;Forefathers;96
US;MCK;89;30.0;Washington;Washington;Washington Other;Syrah;K Vintners;85
France;Cuvée les Bézards;89;20.0;Loire Valley;Bourgueil;;Cabernet Franc;Château de Minière;91
Spain;Crianza;87;24.0;Northern Spain;Ribera del Duero;;Tempranillo;Pago del Vostal;84
Spain;Propiedad;87;40.0;Northern Spain;Rioja;;Tempranillo Blend;Palacios Remondo;98
Italy;Brut;87;20.0;Veneto;Conegliano Valdobbiadene Prosecco Superiore;;Glera;Silvano Follador;84
Germany;Qualitätswein;87;18.0;Rheingau;;;Riesling;Schloss Vollrads;96
Germany;Erdener Treppchen Spätlese;87;26.0;Mosel;;;Riesling;Schmitges;86
US;HMR Estate;87;30.0;California;Paso Robles;Central Coast;Pinot Noir;Adelaida;100
Italy;Garbèl;87;15.0;Veneto;Prosecco;;Glera;Adami;82
Italy;Brut Rosé;87;;Lombardy;Franciacorta;;Sparkling Blend;Barone Pizzini;87
France;Kirchberg de Ribeauville Grand Cru Grande Reserve;87;33.0;Alsace;Alsace;;Riesling;Cave de Ribeauvillé;99
US;Poinsett La Encantada Vineyard;87;45.0;California;Sta. Rita Hills;Central Coast;Pinot Noir;Calicaro;87
Spain;Lot 98;87;10.0;Northern Spain;Campo de Borja;;Red Blend;Cameron Hughes;100
France;Vieilles Vignes;87;22.0;Bordeaux;Haut-Médoc;;Bordeaux-style Red Blend;Château Landat;89
France;;87;;Bordeaux;Bordeaux Rosé;;Rosé;Château Rollan de By;88
Uruguay;Amat;87;30.0;Uruguay;;;Tannat;Bodegas Carrau;80
Spain;Miros de Ribera Reserva;87;50.0;Northern Spain;Ribera del Duero;;Tempranillo;Bodegas Peñafiel;99
France;Réserve;87;13.0;Bordeaux;Bordeaux Supérieur;;Bordeaux-style Red Blend;Château Grand Jean;84
France;;87;;Bordeaux;Saint-Émilion;;Bordeaux-style Red Blend;Château Jean-Faure;92
US;;87;24.0;California;Sonoma County;Sonoma;Merlot;Ferrari-Carano;87
US;Barrel Fermented;87;30.0;California;Napa Valley;Napa;Chardonnay;Flora Springs;93
New Zealand;Estate Series;87;24.0;Central Otago;;;Pinot Noir;Matua Valley;89
US;Briar;87;29.0;California;Dry Creek Valley;Sonoma;Zinfandel;Mazzocco;96
Italy;Brut;87;24.0;Veneto;Conegliano Valdobbiadene Prosecco Superiore;;Glera;Masottina;100
US;;87;25.0;California;El Dorado;Sierra Foothills;Meritage;Miraflores;93
New Zealand;Reserve;87;;Waiheke Island;;;Syrah;Mudbrick;83
US;;87;28.0;California;Napa Valley;Napa;Cabernet Sauvignon;Girard;83
France;Mise du Printemps;87;22.0;Alsace;Alsace;;Pinot Blanc;Josmeyer;85
Spain;;87;17.0;Galicia;Rías Baixas;;Albariño;La Caña;94
US;Genevieve Vineyard;87;30.0;California;Guenoc Valley;Mendocino/Lake Counties;Chardonnay;Langtry;84
France;Letzenberg;87;55.0;Alsace;Alsace;;Pinot Gris;Jean-Baptiste Adam;89
US;;87;23.0;California;Sonoma County;Sonoma;Viognier;Hawley;85
US;Stainless;87;18.0;California;Central Coast;Central Coast;Chardonnay;Domaine Alfred;89
US;Sofia Pinot Noir;87;17.0;California;Sonoma Coast;Sonoma;Rosé;Francis Coppola;89
Chile;;87;18.0;Aconcagua Valley;;;Cabernet Sauvignon;Arboleda;82
South Africa;;87;47.0;Franschhoek;;;Syrah;Boekenhoutskloof;92
Italy;Rubiolo;87;;Tuscany;Chianti Classico;;Sangiovese;Gagliole;80
New Zealand;;87;17.0;Marlborough;;;Pinot Gris;Kim Crawford;80
US;;87;14.0;California;Santa Barbara County;Central Coast;Chardonnay;Greg Norman California Estates;87
Portugal;Altano Reserva;87;24.0;Douro;;;Portuguese Red;Symington Family Estates;81
South Africa;;87;12.0;Stellenbosch;;;Chenin Blanc;Vinum Africa;89
US;;87;42.0;California;Sonoma Coast;Sonoma;Pinot Noir;Williams Selyem;91
Italy;Scassino;87;;Tuscany;Chianti Classico;;Sangiovese;Terrabianca;86
Italy;;87;14.0;Tuscany;Vernaccia di San Gimignano;;Vernaccia;San Quirico;98
US;Grand Firepeak Cuvée;87;30.0;California;Edna Valley;Central Coast;Syrah;Baileyana;80
Chile;Reserva;87;10.0;Colchagua Valley;;;Carmenère;Luis Felipe Edwards;86
Chile;;87;12.0;Colchagua Valley;;;Red Blend;Calcu;84
France;;87;38.0;Loire Valley;Sancerre;;Pinot Noir;Domaine Vacheron;94
France;Le Soleil Nantais;87;11.0;Loire Valley;Muscadet Sèvre et Maine;;Melon;Guilbaud Frères;100
South Africa;;87;12.0;Durbanville;;;Sauvignon Blanc;Durbanville Hills;83
France;;87;26.0;Beaujolais;Fleurie;;Gamay;Domaine Chignard;88
France;;87;;Loire Valley;Muscadet Sèvre et Maine;;Melon;Domaine des Amoureux;92
Italy;Riserva Agostino Petri;87;;Tuscany;Chianti Classico;;Sangiovese;Castello Vicchiomaggio;84
Italy;;87;;Tuscany;Chianti Classico;;Sangiovese;Bibbiano;85
Italy;Clemente VII;87;;Tuscany;Chianti Classico;;Sangiovese;Castelli del Grevepesa;98
US;;87;21.0;California;Paso Robles;Central Coast;Viognier;Robert Hall;81
Italy;Riserva;87;33.0;Tuscany;Chianti Classico;;Sangiovese;Villa Calcinaia;88
US;;87;12.0;California;Monterey;Central Coast;Pinot Grigio;Tamás Estates;94
Italy;;87;;Tuscany;Chianti Classico;;Sangiovese;Tenuta di Lilliano;84
New Zealand;;87;15.0;Nelson;;;Riesling;Seifried;91
Australia;;87;21.0;South Australia;Adelaide Hills;;Sauvignon Blanc;Shottesbrooke;84
South Africa;;87;10.0;Western Cape;;;Pinotage;Stormhoek;81
Australia;The McRae Wood;90;38.0;South Australia;Clare Valley;;Shiraz;Jim Barry;94
Italy;Fides;90;38.0;Piedmont;Barbera d'Alba;;Barbera;Pio Cesare;97
US;Rancho Bello Vineyard;90;26.0;California;Russian River Valley;Sonoma;Zinfandel;Ottimino Vineyards;97
Italy;Martinenga;90;66.0;Piedmont;Barbaresco;;Nebbiolo;Tenute Cisa Asinari dei Marchesi di Gresy;99
US;Black Label Estate Grown;90;100.0;California;Oakville;Napa;Bordeaux-style Red Blend;Turnbull;98
Spain;N° 12 Selección Especial;90;35.0;Levante;Valencia;;Red Blend;Venta del Puerto;99
US;La Masía Don Miguel Vineyard;90;37.0;California;Russian River Valley;Sonoma;Chardonnay;Marimar Estate;95
Argentina;Old Vine;90;19.0;Mendoza Province;Mendoza;;Malbec;Martino;83
US;;90;13.0;California;California;California Other;Chardonnay;MooBuzz;86
Italy;;90;64.0;Piedmont;Barolo;;Nebbiolo;Pio Cesare;90
Italy;Roncaglie;90;66.0;Piedmont;Barbaresco;;Nebbiolo;Poderi Colla;98
France;Optimum;90;21.0;Southwest France;Fronton;;Red Blend;Château Bellevue la Forêt;80
Australia;The Vintage Fortified;90;40.0;South Australia;McLaren Vale;;Shiraz;D'Arenberg;92
US;Reserve;90;45.0;California;Oakville;Napa;Cabernet Sauvignon;Emilio's Terrace;80
US;Crazy Creek Valley;90;20.0;California;Alexander Valley;Sonoma;Cabernet Sauvignon;Katherine Goldschmidt;87
Australia;Attunga 1865;90;235.0;South Australia;Clare Valley;;Shiraz;Kilikanoon;91
Spain;Prestigio;90;25.0;Northern Spain;Cigales;;Tempranillo;Val de Los Frailes;96
Italy;Vigna d'Vignia;90;50.0;Piedmont;Barolo;;Nebbiolo;Veglio;80
Italy;Scarrone Vigna Vecchia;90;85.0;Piedmont;Barbera d'Alba;;Barbera;Vietti;89
Australia;;90;18.0;Victoria;Bendigo;;Shiraz;Water Wheel;97
US;Luna Matta Vineyard;90;25.0;California;Paso Robles;Central Coast;Syrah;Sinor-LaVallee;84
Italy;;90;27.0;Piedmont;Dolcetto d'Alba;;Dolcetto;Sandrone;99
US;Grand Firepeak Cuvée;90;30.0;California;Edna Valley;Central Coast;Chardonnay;Baileyana;80
Argentina;Reserva;90;15.0;Mendoza Province;Mendoza;;Cabernet Sauvignon;Lagarde;94
Spain;;90;142.0;Levante;Jumilla;;Cabernet Blend;El Nido;91
Spain;Jaros;90;35.0;Northern Spain;Ribera del Duero;;Tempranillo;Finca El Quiñón;81
France;;90;21.0;Southwest France;Côtes de Bergerac;;Bordeaux-style Red Blend;Château les Tours des Verdots;82
US;;90;35.0;California;Sonoma Coast;Sonoma;Pinot Noir;Chronicle;89
US;Michael's Vineyard;90;28.0;California;Lake County;Mendocino/Lake Counties;Sauvignon Blanc;Six Sigma Ranch;88
Italy;;90;40.0;Piedmont;Barolo;;Nebbiolo;Piazzo Armando;96
US;Private Reserve;87;32.0;California;Dry Creek Valley;Sonoma;Zinfandel;Collier Falls;80
